PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCPROP] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED PROPERTY,-,-,-,-,"BRIXMOR PROPERTY GROUP, INC.",-,BRX US,-,,"35,573","$1,599,547",0.56%,
LISTED PROPERTY,-,-,-,-,"EASTGROUP PROPERTIES, INC.",-,EGP US,-,,"5,847","$1,515,609",0.53%,
LISTED PROPERTY,-,-,-,-,UNIBAIL-RODAMCO-WESTFIELD,-,URW FP,-,,"12,277","$1,493,089",0.52%,
LISTED PROPERTY,-,-,-,-,"NNN REIT, INC.",-,NNN US,-,,"22,288","$1,470,512",0.51%,
LISTED PROPERTY,-,-,-,-,AGREE REALTY CORP.,-,ADC US,-,,"12,841","$1,461,095",0.51%,
LISTED PROPERTY,-,-,-,-,CAPITALAND INTEGRATED COMMERCIAL TRUST,-,CICT SP,-,,"633,628","$1,447,830",0.50%,
LISTED PROPERTY,-,-,-,-,VORNADO REALTY TRUST,-,VNO US,-,,"20,839","$1,414,925",0.49%,
LISTED PROPERTY,-,-,-,-,CAPITALAND ASCENDAS REIT,-,CLAR SP,-,,"425,059","$1,293,327",0.45%,
LISTED PROPERTY,-,-,-,-,"FIRST INDUSTRIAL REALTY TRUST, INC.",-,FR US,-,,"15,687","$1,270,122",0.44%,
LISTED PROPERTY,-,-,-,-,"HEALTHCARE REALTY TRUST, INC.",-,HR US,-,,"45,238","$1,238,444",0.43%,
LISTED PROPERTY,-,-,-,-,PSP SWISS PROPERTY AG,-,PSPN SW,-,,"5,376","$1,234,907",0.43%,
LISTED PROPERTY,-,-,-,-,LEG IMMOBILIEN SE,-,LEG GR,-,,"8,826","$1,207,468",0.42%,
LISTED PROPERTY,-,-,-,-,"STAG INDUSTRIAL, INC.",-,STAG US,-,,"21,523","$1,175,637",0.41%,
LISTED PROPERTY,-,-,-,-,"RYMAN HOSPITALITY PROPERTIES, INC.",-,RHP US,-,,"6,946","$1,170,501",0.41%,
LISTED PROPERTY,-,-,-,-,"AMERICOLD REALTY TRUST, INC.",-,COLD US,-,,"33,754","$1,166,652",0.41%,
LISTED PROPERTY,-,-,-,-,NEXTDC LTD.,-,NXT AU,-,,"76,137","$1,147,380",0.40%,
LISTED PROPERTY,-,-,-,-,"NIPPON BUILDING FUND, INC.",-,8951 JP,-,,908,"$1,141,753",0.40%,
LISTED PROPERTY,-,-,-,-,KLEPIERRE SA,-,LI FP,-,,"24,500","$1,139,093",0.40%,
LISTED PROPERTY,-,-,-,-,TERRENO REALTY CORP.,-,TRNO US,-,,"11,287","$1,078,108",0.37%,
LISTED PROPERTY,-,-,-,-,LAND SECURITIES GROUP PLC,-,LAND LN,-,,"89,392","$1,055,988",0.37%,
LISTED PROPERTY,-,-,-,-,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",-,EPRT US,-,,"20,677","$1,044,635",0.36%,
LISTED PROPERTY,-,-,-,-,KITE REALTY GROUP TRUST,-,KRG US,-,,"25,616","$1,044,249",0.36%,
LISTED PROPERTY,-,-,-,-,GPT GROUP,-,GPT AU,-,,"227,983","$996,284",0.35%,
LISTED PROPERTY,-,-,-,-,"CARETRUST REIT, INC.",-,CTRE US,-,,"22,090","$965,071",0.34%,
LISTED PROPERTY,-,-,-,-,"COUSINS PROPERTIES, INC.",-,CUZ US,-,,"19,207","$950,521",0.33%,
LISTED PROPERTY,-,-,-,-,CANADIAN APARTMENT PROPERTIES REIT,-,CARU CN,-,,"19,827","$949,208",0.33%,
LISTED PROPERTY,-,-,-,-,VICINITY LTD.,-,VCX AU,-,,"447,514","$939,779",0.33%,
LISTED PROPERTY,-,-,-,-,GECINA SA,-,GFC FP,-,,"6,171","$933,582",0.32%,
LISTED PROPERTY,-,-,-,-,HONGKONG LAND HOLDINGS LTD.,-,HKL SP,-,,"129,783","$932,789",0.32%,
LISTED PROPERTY,-,-,-,-,CAPITALAND INVESTMENT LTD.,-,CLI SP,-,,"299,735","$929,746",0.32%,
LISTED PROPERTY,-,-,-,-,SL GREEN REALTY CORP.,-,SLG US,-,,"8,336","$914,413",0.32%,
LISTED PROPERTY,-,-,-,-,KILROY REALTY CORP.,-,KRC US,-,,"13,916","$909,185",0.32%,
LISTED PROPERTY,-,-,-,-,MACERICH CO.,-,MAC US,-,,"27,977","$900,117",0.31%,
LISTED PROPERTY,-,-,-,-,CASTELLUM AB,-,CAST SS,-,,"50,777","$894,753",0.31%,
LISTED PROPERTY,-,-,-,-,FASTIGHETS AB BALDER,-,BALDB SS,-,,"79,505","$892,541",0.31%,
LISTED PROPERTY,-,-,-,-,MERLIN PROPERTIES SOCIMI SA,-,MRL SM,-,,"52,414","$890,625",0.31%,
LISTED PROPERTY,-,-,-,-,JAPAN REAL ESTATE INVESTMENT CORP.,-,8952 JP,-,,793,"$878,806",0.31%,
LISTED PROPERTY,-,-,-,-,"PHILLIPS EDISON & CO., INC.",-,PECO US,-,,"14,496","$877,020",0.30%,
LISTED PROPERTY,-,-,-,-,BRITISH LAND CO. PLC,-,BLND LN,-,,"118,583","$864,475",0.30%,
LISTED PROPERTY,-,-,-,-,LONDONMETRIC PROPERTY PLC,-,LMP LN,-,,"234,704","$855,030",0.30%,
LISTED PROPERTY,-,-,-,-,DEXUS,-,DXS AU,-,,"128,143","$853,431",0.30%,
LISTED PROPERTY,-,-,-,-,"INDEPENDENCE REALTY TRUST, INC.",-,IRT US,-,,"26,631","$853,373",0.30%,
LISTED PROPERTY,-,-,-,-,SAGAX AB,-,SAGAB SS,-,,"25,485","$842,638",0.29%,
LISTED PROPERTY,-,-,-,-,"AMERICAN HEALTHCARE REIT, INC.",-,AHR US,-,,"18,153","$833,272",0.29%,
LISTED PROPERTY,-,-,-,-,"SABRA HEALTH CARE REIT, INC.",-,SBRA US,-,,"28,552","$798,719",0.28%,
LISTED PROPERTY,-,-,-,-,TRITAX BIG BOX REIT PLC,-,BBOX LN,-,,"293,582","$788,037",0.27%,
LISTED PROPERTY,-,-,-,-,UNITE GROUP PLC,-,UTG LN,-,,"48,164","$785,734",0.27%,
LISTED PROPERTY,-,-,-,-,JAPAN METROPOLITAN FUND INVEST,-,8953 JP,-,,847,"$784,878",0.27%,
LISTED PROPERTY,-,-,-,-,WHARF REAL ESTATE INVESTMENT CO. LTD.,-,1997 HK,-,,"183,566","$758,001",0.26%,
LISTED PROPERTY,-,-,-,-,"NOMURA REAL ESTATE MASTER FUND, INC.",-,3462 JP,-,,533,"$754,387",0.26%,
LISTED PROPERTY,-,-,-,-,RIOCAN REAL ESTATE INVESTMENT TRUST,-,REIU CN,-,,"35,622","$731,273",0.25%,
LISTED PROPERTY,-,-,-,-,KDX REALTY INVESTMENT CORP.,-,8972 JP,-,,476,"$730,574",0.25%,
LISTED PROPERTY,-,-,-,-,GLP J-REIT,-,3281 JP,-,,550,"$697,520",0.24%,
LISTED PROPERTY,-,-,-,-,"TANGER, INC.",-,SKT US,-,,"12,531","$690,736",0.24%,
LISTED PROPERTY,-,-,-,-,"LINEAGE, INC.",-,LINE US,-,,"7,248","$685,625",0.24%,
LISTED PROPERTY,-,-,-,-,"NIPPON PROLOGIS REIT, INC.",-,3283 JP,-,,292,"$668,764",0.23%,
LISTED PROPERTY,-,-,-,-,"APPLE HOSPITALITY REIT, INC.",-,APLE US,-,,"26,881","$666,442",0.23%,
LISTED PROPERTY,-,-,-,-,COPT DEFENSE PROPERTIES,-,CDP US,-,,"13,316","$665,656",0.23%,
LISTED PROPERTY,-,-,-,-,WAREHOUSES DE PAUW CVA,-,WDP BB,-,,"20,414","$648,682",0.23%,
LISTED PROPERTY,-,-,-,-,EPR PROPERTIES,-,EPR US,-,,"8,924","$638,195",0.22%,
LISTED PROPERTY,-,-,-,-,DAIWA HOUSE REIT INVESTMENT CORP.,-,8984 JP,-,,266,"$632,536",0.22%,
LISTED PROPERTY,-,-,-,-,MAPLETREE INDUSTRIAL TRUST,-,MINT SP,-,,"239,104","$625,613",0.22%,
LISTED PROPERTY,-,-,-,-,INVINCIBLE INVESTMENT CORP.,-,8963 JP,-,,910,"$618,899",0.22%,
LISTED PROPERTY,-,-,-,-,"HIGHWOODS PROPERTIES, INC.",-,HIW US,-,,"12,389","$611,898",0.21%,
LISTED PROPERTY,-,-,-,-,MAPLETREE LOGISTICS TRUST,-,MLT SP,-,,"397,634","$597,879",0.21%,
LISTED PROPERTY,-,-,-,-,GRANITE REAL ESTATE INVESTMENT TRUST,-,GRTU CN,-,,"7,467","$584,945",0.20%,
LISTED PROPERTY,-,-,-,-,AZRIELI GROUP LTD.,-,AZRG IT,-,,"4,354","$580,750",0.20%,
LISTED PROPERTY,-,-,-,-,"BROADSTONE NET LEASE, INC.",-,BNL US,-,,"22,285","$570,856",0.20%,
LISTED PROPERTY,-,-,-,-,"DOUGLAS EMMETT, INC.",-,DEI US,-,,"19,037","$570,676",0.20%,
LISTED PROPERTY,-,-,-,-,"PARK HOTELS & RESORTS, INC.",-,PK US,-,,"24,697","$561,242",0.20%,
LISTED PROPERTY,-,-,-,-,"NATIONAL HEALTH INVESTORS, INC.",-,NHI US,-,,"4,973","$556,565",0.19%,
LISTED PROPERTY,-,-,-,-,ACADIA REALTY TRUST,-,AKR US,-,,"14,080","$549,409",0.19%,
LISTED PROPERTY,-,-,-,-,CHARTWELL RETIREMENT RESIDENCES,-,CSHU CN,-,,"31,815","$538,781",0.19%,
LISTED PROPERTY,-,-,-,-,COVIVIO SA,-,COV FP,-,,"6,585","$536,973",0.19%,
LISTED PROPERTY,-,-,-,-,AEDIFICA SA,-,AED BB,-,,"5,677","$533,593",0.19%,
LISTED PROPERTY,-,-,-,-,DERWENT LONDON PLC,-,DLN LN,-,,"13,380","$530,198",0.18%,
LISTED PROPERTY,-,-,-,-,"ORIX JREIT, INC.",-,8954 JP,-,,313,"$527,760",0.18%,
LISTED PROPERTY,-,-,-,-,URBAN EDGE PROPERTIES,-,UE US,-,,"15,093","$524,108",0.18%,
LISTED PROPERTY,-,-,-,-,NATIONAL STORAGE AFFILIATES TRUST,-,NSA US,-,,"8,519","$521,625",0.18%,
LISTED PROPERTY,-,-,-,-,ALLREAL HOLDING AG,-,ALLN SW,-,,"1,745","$514,975",0.18%,
LISTED PROPERTY,-,-,-,-,UNITED URBAN INVESTMENT CORP.,-,8960 JP,-,,351,"$507,713",0.18%,
LISTED PROPERTY,-,-,-,-,"FOUR CORNERS PROPERTY TRUST, INC.",-,FCPT US,-,,"11,569","$507,108",0.18%,
LISTED PROPERTY,-,-,-,-,KEPPEL DC REIT,-,KDCREIT SP,-,,"192,152","$495,938",0.17%,
LISTED PROPERTY,-,-,-,-,CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST,-,CHPU CN,-,,"32,866","$492,732",0.17%,
LISTED PROPERTY,-,-,-,-,WIHLBORGS FASTIGHETER AB,-,WIHL SS,-,,"31,549","$483,302",0.17%,
LISTED PROPERTY,-,-,-,-,FIRST CAPITAL REAL ESTATE INVESTMENT TRUST,-,FCRU CN,-,,"25,220","$480,342",0.17%,
LISTED PROPERTY,-,-,-,-,ADVANCE RESIDENCE INVESTMENT CORP.,-,3269 JP,-,,159,"$476,298",0.17%,
LISTED PROPERTY,-,-,-,-,"SUNSTONE HOTEL INVESTORS, INC.",-,SHO US,-,,"24,021","$459,349",0.16%,
LISTED PROPERTY,-,-,-,-,INVENTRUST PROPERTIES CORP.,-,IVT US,-,,"9,280","$451,593",0.16%,
LISTED PROPERTY,-,-,-,-,LXP INDUSTRIAL TRUST,-,LXP US,-,,"34,379","$450,873",0.16%,
LISTED PROPERTY,-,-,-,-,"MEDICAL PROPERTIES TRUST, INC.",-,MPW US,-,,"70,534","$449,984",0.16%,
LISTED PROPERTY,-,-,-,-,SHAFTESBURY CAPITAL PLC,-,SHC LN,-,,"177,229","$449,910",0.16%,
LISTED PROPERTY,-,-,-,-,MOBIMO HOLDING AG,-,MOBN SW,-,,851,"$444,260",0.15%,
LISTED PROPERTY,-,-,-,-,JAPAN HOTEL REIT INVESTMENT CORP.,-,8985 JP,-,,607,"$440,350",0.15%,
LISTED PROPERTY,-,-,-,-,DREAM INDUSTRIAL REAL ESTATE INVESTMENT TRUST,-,DIRU CN,-,,"32,977","$437,366",0.15%,
LISTED PROPERTY,-,-,-,-,BIG YELLOW GROUP PLC,-,BYG LN,-,,"22,375","$434,500",0.15%,
LISTED PROPERTY,-,-,-,-,TAG IMMOBILIEN AG,-,TEG GR,-,,"18,011","$432,564",0.15%,
LISTED PROPERTY,-,-,-,-,MELISRON LTD.,-,MLSR IT,-,,"2,995","$430,185",0.15%,
LISTED PROPERTY,-,-,-,-,SMARTCENTRES REAL ESTATE INVESTMENT TRUST,-,SRUU CN,-,,"15,512","$426,089",0.15%,
LISTED PROPERTY,-,-,-,-,CURBLINE PROPERTIES CORP.,-,CURB US,-,,"11,193","$419,764",0.15%,
LISTED PROPERTY,-,-,-,-,RETAIL OPPORTUNITY INVESTMENTS CORP.,-,ROIC US,-,,"14,655","$410,898",0.14%,
LISTED PROPERTY,-,-,-,-,COFINIMMO SA,-,COFB BB,-,,"4,411","$410,173",0.14%,
LISTED PROPERTY,-,-,-,-,SWIRE PROPERTIES LTD.,-,1972 HK,-,,"124,635","$409,964",0.14%,
LISTED PROPERTY,-,-,-,-,AROUNDTOWN SA,-,AT1 GR,-,,"81,312","$397,227",0.14%,
LISTED PROPERTY,-,-,-,-,MAPLETREE PAN ASIA COMMERCIAL TRUST,-,MPACT SP,-,,"274,130","$392,707",0.14%,
LISTED PROPERTY,-,-,-,-,"SEKISUI HOUSE REIT, INC.",-,3309 JP,-,,494,"$392,277",0.14%,
LISTED PROPERTY,-,-,-,-,NATIONAL STORAGE REIT,-,NSR AU,-,,"160,127","$374,697",0.13%,
LISTED PROPERTY,-,-,-,-,"MITSUI FUDOSAN LOGISTICS PARK, INC.",-,3471 JP,-,,356,"$370,946",0.13%,
LISTED PROPERTY,-,-,-,-,DIAMONDROCK HOSPITALITY CO.,-,DRH US,-,,"24,786","$361,494",0.13%,
LISTED PROPERTY,-,-,-,-,FABEGE AB,-,FABG SS,-,,"29,864","$361,456",0.13%,
LISTED PROPERTY,-,-,-,-,"INNOVATIVE INDUSTRIAL PROPERTIES, INC.",-,IIPR US,-,,"3,350","$360,520",0.13%,
LISTED PROPERTY,-,-,-,-,FRASERS LOGISTICS & COMMERCIAL TRUST,-,FLT SP,-,,"344,441","$358,859",0.12%,
LISTED PROPERTY,-,-,-,-,SUNTEC REAL ESTATE INVESTMENT TRUST,-,SUN SP,-,,"255,841","$354,391",0.12%,
LISTED PROPERTY,-,-,-,-,JAPAN PRIME REALTY INVESTMENT CORP.,-,8955 JP,-,,109,"$353,599",0.12%,
LISTED PROPERTY,-,-,-,-,BOARDWALK REAL ESTATE INVESTMENT TRUST,-,BEIU CN,-,,"4,809","$347,008",0.12%,
LISTED PROPERTY,-,-,-,-,PANDOX AB,-,PNDXB SS,-,,"12,371","$346,829",0.12%,
LISTED PROPERTY,-,-,-,-,NYFOSA AB,-,NYF SS,-,,"21,608","$340,806",0.12%,
LISTED PROPERTY,-,-,-,-,HAMMERSON PLC,-,HMSO LN,-,,"59,165","$334,619",0.12%,
LISTED PROPERTY,-,-,-,-,SAFESTORE HOLDINGS PLC,-,SAFE LN,-,,"25,460","$331,661",0.12%,
LISTED PROPERTY,-,-,-,-,"NIPPON ACCOMMODATIONS FUND, INC.",-,3226 JP,-,,55,"$330,985",0.12%,
LISTED PROPERTY,-,-,-,-,FRASERS CENTREPOINT TRUST,-,FCT SP,-,,"131,853","$329,380",0.11%,
LISTED PROPERTY,-,-,-,-,INMOBILIARIA COLONIAL SOCIMI SA,-,COL SM,-,,"38,033","$329,172",0.11%,
LISTED PROPERTY,-,-,-,-,INDUSTRIAL & INFRASTRUCTURE FUND INVESTMENT CORP.,-,3249 JP,-,,276,"$326,337",0.11%,
LISTED PROPERTY,-,-,-,-,WALLENSTAM AB,-,WALLB SS,-,,"46,669","$326,084",0.11%,
LISTED PROPERTY,-,-,-,-,LASALLE LOGIPORT REIT,-,3466 JP,-,,223,"$325,444",0.11%,
LISTED PROPERTY,-,-,-,-,H&R REAL ESTATE INVESTMENT TRUST,-,HRU CN,-,,"30,846","$321,463",0.11%,
LISTED PROPERTY,-,-,-,-,PEBBLEBROOK HOTEL TRUST,-,PEB US,-,,"14,107","$308,726",0.11%,
LISTED PROPERTY,-,-,-,-,CAPITALAND ASCOTT TRUST,-,CLAS SP,-,,"297,689","$306,625",0.11%,
LISTED PROPERTY,-,-,-,-,CATENA AB,-,CATE SS,-,,"4,357","$301,233",0.10%,
LISTED PROPERTY,-,-,-,-,PRIMARY HEALTH PROPERTIES PLC,-,PHP LN,-,,"158,007","$298,199",0.10%,
LISTED PROPERTY,-,-,-,-,RLJ LODGING TRUST,-,RLJ US,-,,"17,998","$296,787",0.10%,
LISTED PROPERTY,-,-,-,-,KOJAMO OYJ,-,KOJAMO FH,-,,"18,813","$295,449",0.10%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL LONG WALE REIT,-,CLW AU,-,,"78,663","$294,201",0.10%,
LISTED PROPERTY,-,-,-,-,KEPPEL REIT,-,KREIT SP,-,,"283,681","$292,197",0.10%,
LISTED PROPERTY,-,-,-,-,ALLIED PROPERTIES REAL ESTATE INVESTMENT TRUST,-,APU CN,-,,"15,157","$291,914",0.10%,
LISTED PROPERTY,-,-,-,-,"XENIA HOTELS & RESORTS, INC.",-,XHR US,-,,"12,019","$288,452",0.10%,
LISTED PROPERTY,-,-,-,-,GETTY REALTY CORP.,-,GTY US,-,,"5,878","$286,020",0.10%,
LISTED PROPERTY,-,-,-,-,REGION RE LTD.,-,RGN AU,-,,"138,171","$286,015",0.10%,
LISTED PROPERTY,-,-,-,-,"JAPAN LOGISTICS FUND, INC.",-,8967 JP,-,,106,"$285,822",0.10%,
LISTED PROPERTY,-,-,-,-,"LTC PROPERTIES, INC.",-,LTC US,-,,"5,112","$285,266",0.10%,
LISTED PROPERTY,-,-,-,-,ASSURA PLC,-,AGR LN,-,,"362,227","$280,918",0.10%,
LISTED PROPERTY,-,-,-,-,"GLOBAL NET LEASE, INC.",-,GNL US,-,,"23,768","$280,235",0.10%,
LISTED PROPERTY,-,-,-,-,AEON REIT INVESTMENT CORP.,-,3292 JP,-,,211,"$274,298",0.10%,
LISTED PROPERTY,-,-,-,-,"ACTIVIA PROPERTIES, INC.",-,3279 JP,-,,81,"$272,125",0.09%,
LISTED PROPERTY,-,-,-,-,KILLAM APARTMENT REAL ESTATE INVESTMENT TRUST,-,KMPU CN,-,,"13,900","$266,921",0.09%,
LISTED PROPERTY,-,-,-,-,"UMH PROPERTIES, INC.",-,UMH US,-,,"8,738","$266,452",0.09%,
LISTED PROPERTY,-,-,-,-,"SILA REALTY TRUST, INC.",-,SILA US,-,,"6,706","$263,407",0.09%,
LISTED PROPERTY,-,-,-,-,"EMPIRE STATE REALTY TRUST, INC.",-,ESRT US,-,,"15,799","$263,336",0.09%,
LISTED PROPERTY,-,-,-,-,JBG SMITH PROPERTIES,-,JBGS US,-,,"10,528","$261,342",0.09%,
LISTED PROPERTY,-,-,-,-,ELME COMMUNITIES,-,ELME US,-,,"10,433","$257,302",0.09%,
LISTED PROPERTY,-,-,-,-,SIRIUS REAL ESTATE LTD.,-,SRE LN,-,,"159,693","$253,572",0.09%,
LISTED PROPERTY,-,-,-,-,MONTEA NV,-,MONT BB,-,,"2,382","$252,133",0.09%,
LISTED PROPERTY,-,-,-,-,"VERIS RESIDENTIAL, INC.",-,VRE US,-,,"9,293","$249,599",0.09%,
LISTED PROPERTY,-,-,-,-,HOME REIT PLC,-,HOME LN,-,,"323,263","$248,804",0.09%,
LISTED PROPERTY,-,-,-,-,APARTMENT INVESTMENT & MANAGEMENT CO.,-,AIV US,-,,"16,862","$247,563",0.09%,
LISTED PROPERTY,-,-,-,-,"ALEXANDER & BALDWIN, INC.",-,ALEX US,-,,"8,603","$246,482",0.09%,
LISTED PROPERTY,-,-,-,-,GREAT PORTLAND ESTATES PLC,-,GPE LN,-,,"42,022","$244,805",0.09%,
